,Time (ms),Channel,Temp (C),RH %,Voltage,Sensor Resistance (kOhms),Label,Accuracy
30,-0.4982170499795367,1.0,27.71,-0.22734049575809942,-0.13205283785602917,-0.13361573168664642,2.0,4.334867668807215e-05
31,-0.4981230289188191,1.0,27.71,-0.22734049575809942,-0.11527430255834023,-0.11688688602965867,2.0,4.482999073140159e-05
32,-0.4980350092024026,1.0,27.71,-0.22734049575809942,-0.12198571667742363,-0.12358046639564667,2.0,4.423695252979814e-05
33,-0.49792598478093225,1.0,27.71,-0.22734049575809942,-0.1169521560881062,-0.11856053489129108,2.0,4.4688800395268966e-05
34,-0.49781395968731124,1.0,27.71,-0.22734049575809942,-0.10352932784994918,-0.10516660695575804,2.0,4.590855669046524e-05
35,-0.4976509231671307,1.0,27.71,-0.22734049575809942,-0.09010654359569763,-0.09176181168744667,2.0,4.716452192393564e-05
36,-0.49753689762540937,1.0,27.71,-0.22734049575809942,-0.07836156888730658,-0.08002369904180949,2.0,4.8290695889542876e-05
37,-0.49734685505587384,1.0,27.71,-0.22734049575809942,-0.06158303358961765,-0.0632404968174112,2.0,4.9948399612758415e-05
38,-0.49712580554078245,1.0,27.71,-0.20624344934459699,-0.044804498291928715,-0.04644025716286684,2.0,5.2767073508744764e-05
39,-0.49704578761676743,1.0,27.71,-0.20624344934459699,-0.048160205351470406,-0.04980166649590487,2.0,5.241801538717886e-05
40,-0.49693476274719667,1.0,27.71,-0.20624344934459699,-0.03473742109720908,-0.036351929034539966,2.0,5.385168546725365e-05
41,-0.4968397414624289,1.0,27.71,-0.20624344934459699,-0.03305956756745288,-0.0346699405896998,2.0,5.4038056292797247e-05
42,-0.496722715248557,1.0,27.71,-0.20624344934459699,-0.03641527462698481,-0.03803373834752052,2.0,5.3682449010902744e-05
43,-0.4964756599081607,1.0,27.71,-0.20624344934459699,-0.044804498291928715,-0.04644025716286684,2.0,5.28013915945053e-05
44,-0.49633262786898397,1.0,27.71,-0.20624344934459699,-0.048160205351470406,-0.04980166649590487,2.0,5.245541184594542e-05
45,-0.4962025987424596,1.0,27.71,-0.20624344934459699,-0.03977093770263082,-0.04139685938499146,2.0,5.33507215324716e-05
46,-0.49600955550077347,1.0,27.71,-0.20624344934459699,-0.049838058881246136,-0.051482122368171734,2.0,5.229644013940762e-05
47,-0.49590253152740343,1.0,27.71,-0.20624344934459699,-0.046482351821704446,-0.048121051395314245,2.0,5.265451872968633e-05
48,-0.4957254918705203,1.0,27.71,-0.20624344934459699,-0.046482351821704446,-0.048121051395314245,2.0,5.266384166908484e-05
49,-0.49548743854657573,1.0,27.71,-0.20624344934459699,-0.046482351821704446,-0.048121051395314245,2.0,5.267638020101845e-05
50,-0.4954144221909121,1.0,27.71,-0.20624344934459699,-0.044804498291928715,-0.04644025716286684,2.0,5.285745722680037e-05
51,-0.4953244020263952,1.0,27.71,-0.20624344934459699,-0.04144879123240655,-0.043078171109476204,2.0,5.3218526232403455e-05
52,-0.49521337715682445,1.0,27.71,-0.20624344934459699,-0.044804498291928715,-0.04644025716286684,2.0,5.286808522530565e-05
53,-0.49501433257083716,1.0,27.71,-0.20624344934459699,-0.046482351821704446,-0.048121051395314245,2.0,5.2701308078775126e-05
54,-0.4948032852962477,1.0,27.71,-0.12501982065261427,-0.046482351821704446,-0.048121051395314245,2.0,5.7172672264507836e-05
55,-0.4947062635633795,1.0,27.71,-0.12501982065261427,-0.044804498291928715,-0.04644025716286684,2.0,5.737058267429241e-05
56,-0.4945792351090057,1.0,27.71,-0.12501982065261427,-0.048160205351470406,-0.04980166649590487,2.0,5.6993751290851675e-05
57,-0.4944852140482881,1.0,27.71,-0.12501982065261427,-0.054871619470553794,-0.056522455000911825,2.0,5.623861087994491e-05
58,-0.4942831687901503,1.0,27.71,-0.12501982065261427,-0.049838058881246136,-0.051482122368171734,2.0,5.6819491144064986e-05
59,-0.4941811459370312,1.0,27.71,-0.12501982065261427,-0.05822732653009549,-0.0598818142693364,2.0,5.58792213937e-05
60,-0.4940691208434102,1.0,27.71,-0.12501982065261427,-0.0515159124110121,-0.05316239910858464,2.0,5.6641128058563206e-05
61,-0.49390408387512935,1.0,27.71,-0.12501982065261427,-0.054871619470553794,-0.056522455000911825,2.0,5.627130294984644e-05
62,-0.4938120632625121,1.0,27.71,-0.12501982065261427,-0.049838058881246136,-0.051482122368171734,2.0,5.684626593291662e-05
63,-0.49370803996129264,1.0,27.71,-0.12501982065261427,-0.053193765940778064,-0.05484251662067663,2.0,5.647163660336034e-05
64,-0.4936080175562739,1.0,27.71,-0.12501982065261427,-0.05654947300031976,-0.058202214249284574,2.0,5.6099290790883024e-05
65,-0.4934959924626529,1.0,27.71,-0.12501982065261427,-0.053193765940778064,-0.05484251662067663,2.0,5.6483612768741064e-05
66,-0.4932809442918627,1.0,27.71,-0.12501982065261427,-0.05822732653009549,-0.0598818142693364,2.0,5.592954756048035e-05
67,-0.4931299104602844,1.0,27.71,-0.12501982065261427,-0.044804498291928715,-0.04644025716286684,2.0,5.7461091999773845e-05
68,-0.4929978808856597,1.0,27.71,-0.12501982065261427,-0.0515159124110121,-0.05316239910858464,2.0,5.670183795740175e-05
69,-0.4928078383161241,1.0,27.71,0.001562457828398734,-0.05654947300031976,-0.058202214249284574,2.0,6.372056240803554e-05
70,-0.49271681792755706,1.0,27.71,0.001562457828398734,-0.05654947300031976,-0.058202214249284574,2.0,6.37263626519922e-05
71,-0.4926027923858357,1.0,27.71,0.001562457828398734,-0.05822732653009549,-0.0598818142693364,2.0,6.352000720955e-05
72,-0.49236773973404174,1.0,27.71,0.001562457828398734,-0.054871619470553794,-0.056522455000911825,2.0,6.396301386723831e-05
73,-0.4921866991809578,1.0,27.71,0.001562457828398734,-0.054871619470553794,-0.056522455000911825,2.0,6.397459503386002e-05
74,-0.4921016801366919,1.0,27.71,0.001562457828398734,-0.044804498291928715,-0.04644025716286684,2.0,6.52822550254556e-05
75,-0.4920036581797736,1.0,27.71,0.001562457828398734,-0.054871619470553794,-0.056522455000911825,2.0,6.398630630094836e-05
76,-0.4918436223317436,1.0,27.71,0.001562457828398734,-0.054871619470553794,-0.056522455000911825,2.0,6.399654741677528e-05
77,-0.4916325750571541,1.0,27.71,0.001562457828398734,-0.053193765940778064,-0.05484251662067663,2.0,6.42253476205266e-05
78,-0.49141752688636386,1.0,27.71,0.001562457828398734,-0.06158303358961765,-0.0632404968174112,2.0,6.316977067444598e-05
79,-0.49125349014213315,1.0,27.71,0.001562457828398734,-0.06158303358961765,-0.0632404968174112,2.0,6.318013388380429e-05
80,-0.4911784733383691,1.0,27.71,0.001562457828398734,-0.05822732653009549,-0.0598818142693364,2.0,6.361054613999949e-05
81,-0.49102643928274065,1.0,27.71,0.001562457828398734,-0.05990518005985169,-0.06156123515753426,2.0,6.340698709145548e-05
82,-0.49082139335245223,1.0,27.71,0.001562457828398734,-0.06493874064915935,-0.06659850264512776,2.0,6.278450782761259e-05
83,-0.49061534719811367,1.0,27.71,0.12181562238536085,-0.06158303358961765,-0.0632404968174112,2.0,7.129903681699433e-05
84,-0.4904973207601916,1.0,27.71,0.12181562238536085,-0.06493874064915935,-0.06659850264512776,2.0,7.083032159285303e-05
85,-0.49038229499442004,1.0,27.71,0.12181562238536085,-0.06829444770870104,-0.06995583175248606,2.0,7.036452414377746e-05
86,-0.4901182358451706,1.0,27.71,0.12181562238536085,-0.06158303358961765,-0.0632404968174112,2.0,7.133448985913312e-05
87,-0.49002921590470394,1.0,27.71,0.12181562238536085,-0.06661659417893508,-0.06827724681296737,2.0,7.062602615880144e-05
88,-0.4897991643731609,1.0,27.71,0.12181562238536085,-0.05822732653009549,-0.0598818142693364,2.0,7.183798394230976e-05
89,-0.48971314510484476,1.0,27.71,0.12181562238536085,-0.07668371535755039,-0.07834614908636829,2.0,6.924001243775277e-05
90,-0.48956011082516615,1.0,27.72,0.12181562238536085,-0.06829444770870104,-0.06995583175248606,2.0,7.114369734464364e-05
91,-0.48940107520118636,1.0,27.72,0.12181562238536085,-0.06326088711939339,-0.0649195793454257,2.0,7.187514530793239e-05
92,-0.48923103711265453,1.0,27.72,0.12181562238536085,-0.069972301238467,-0.07163423756015079,2.0,7.092865988091839e-05
93,-0.4890279916304665,1.0,27.72,0.12181562238536085,-0.07165015476824273,-0.07331246423595307,2.0,7.070537344896897e-05
94,-0.48891896720899614,1.0,27.72,0.12181562238536085,-0.05990518005985169,-0.06156123515753426,2.0,7.239423312654437e-05
95,-0.488816944355877,1.0,27.72,0.12181562238536085,-0.07165015476824273,-0.07331246423595307,2.0,7.072029748222183e-05
96,-0.4885738899116815,1.0,27.72,0.12181562238536085,-0.07668371535755039,-0.07834614908636829,2.0,7.002893453759786e-05
97,-0.4884208556320029,1.0,27.72,0.21675233124612023,-0.06493874064915935,-0.06659850264512776,2.0,7.884563587675005e-05
98,-0.48820880813336315,1.0,27.72,0.21675233124612023,-0.07165015476824273,-0.07331246423595307,2.0,7.781068275586121e-05
99,-0.48808978147139087,1.0,27.72,0.21675233124612023,-0.069972301238467,-0.07163423756015079,2.0,7.808155195909685e-05
100,-0.48789873867780514,1.0,27.72,0.21675233124612023,-0.0733280082980087,-0.07499053168343725,2.0,7.757404576963475e-05
101,-0.4877567068626785,1.0,27.72,0.21675233124612023,-0.0733280082980087,-0.07499053168343725,2.0,7.758506474295435e-05
102,-0.48763067863235493,1.0,27.72,0.21675233124612023,-0.07836156888730658,-0.08002369904180949,2.0,7.68176410889941e-05
103,-0.4875266553311355,1.0,27.72,0.21675233124612023,-0.0733280082980087,-0.07499053168343725,2.0,7.760291569659538e-05
104,-0.4873366127615999,1.0,27.72,0.21675233124612023,-0.07500586182778443,-0.07666841999906182,2.0,7.735763869876004e-05
105,-0.48722158699582835,1.0,27.72,0.21675233124612023,-0.07165015476824273,-0.07331246423595307,2.0,7.788753848994532e-05
106,-0.4871175636946089,1.0,27.72,0.21675233124612023,-0.07500586182778443,-0.07666841999906182,2.0,7.737458599376796e-05
107,-0.48700253792883735,1.0,27.72,0.21675233124612023,-0.08003942241708231,-0.08170108976894108,2.0,7.660843948330283e-05
108,-0.48683650073650625,1.0,27.72,0.21675233124612023,-0.08507298300638998,-0.08673222696624988,2.0,7.585386482381215e-05
109,-0.4867304769871864,1.0,27.72,0.21675233124612023,-0.07500586182778443,-0.07666841999906182,2.0,7.740454303137896e-05
110,-0.4866464581669707,1.0,27.72,0.21675233124612023,-0.07500586182778443,-0.07666841999906182,2.0,7.741104686592238e-05
111,-0.48654943643410253,1.0,27.72,0.21675233124612023,-0.07836156888730658,-0.08002369904180949,2.0,7.690074605521969e-05
112,-0.48637039632911905,1.0,27.72,0.2768789135246013,-0.08003942241708231,-0.08170108976894108,2.0,8.140744858192622e-05
113,-0.48628937818105383,1.0,27.72,0.2768789135246013,-0.08171727594684829,-0.08337830136421305,2.0,8.114135459825629e-05
114,-0.4861863551038846,1.0,27.72,0.2768789135246013,-0.07500586182778443,-0.07666841999906182,2.0,8.224618298006945e-05
115,-0.48604832418495875,1.0,27.72,0.2768789135246013,-0.08003942241708231,-0.08170108976894108,2.0,8.143367237189149e-05
116,-0.48582027310151604,1.0,27.72,0.2768789135246013,-0.07668371535755039,-0.07834614908636829,2.0,8.200067756868843e-05
117,-0.48571624980029654,1.0,27.72,0.2768789135246013,-0.08507298300638998,-0.08673222696624988,2.0,8.064495953592192e-05
118,-0.48559722313832426,1.0,27.72,0.2768789135246013,-0.08003942241708231,-0.08170108976894108,2.0,8.147041616824612e-05
119,-0.48550020140545613,1.0,27.72,0.2768789135246013,-0.07836156888730658,-0.08002369904180949,2.0,8.175215803812829e-05
120,-0.4853941776561363,1.0,27.72,0.2768789135246013,-0.08003942241708231,-0.08170108976894108,2.0,8.148696036046591e-05
121,-0.4852051353106509,1.0,27.71,0.2768789135246013,-0.08339512947662402,-0.08505535373116127,2.0,8.013653056527384e-05
122,-0.48509210999297975,1.0,27.71,0.2768789135246013,-0.08842869006593167,-0.0900854559443954,2.0,7.934308086528809e-05
123,-0.4849430766095018,1.0,27.71,0.2768789135246013,-0.09346225065523932,-0.0951140454886006,2.0,7.856043493067988e-05
124,-0.4847580351602172,1.0,27.71,0.2768789135246013,-0.07836156888730658,-0.08002369904180949,2.0,8.098338961902746e-05
125,-0.4846280060336928,1.0,27.71,0.2768789135246013,-0.08339512947662402,-0.08505535373116127,2.0,8.018279392640549e-05
126,-0.48451698116412206,1.0,27.71,0.2768789135246013,-0.08507298300638998,-0.08673222696624988,2.0,7.992312821533822e-05
127,-0.48439295338189886,1.0,27.71,0.2768789135246013,-0.09514010418499552,-0.09678988373962019,2.0,7.834049642946504e-05
128,-0.4842369184300696,1.0,27.71,0.3053599261828295,-0.08842869006593167,-0.0900854559443954,2.0,8.17052158361729e-05
129,-0.48414189714530187,1.0,27.71,0.3053599261828295,-0.08675083653615594,-0.08840892106948735,2.0,8.198753550884349e-05
130,-0.48404087451623296,1.0,27.71,0.3053599261828295,-0.08842869006593167,-0.0900854559443954,2.0,8.172123551951107e-05
131,-0.48389884270110634,1.0,27.71,0.3053599261828295,-0.09178439712547336,-0.09343800820218551,2.0,8.118639710410412e-05
132,-0.48373380573282543,1.0,27.71,0.3053599261828295,-0.09010654359569763,-0.09176181168744667,2.0,8.147260078229698e-05
133,-0.48357677055694603,1.0,27.71,0.3053599261828295,-0.08507298300638998,-0.08673222696624988,2.0,8.230952957675699e-05
134,-0.48342873739751835,1.0,27.71,0.3053599261828295,-0.09010654359569763,-0.09176181168744667,2.0,8.149745975454252e-05
135,-0.48332571432034904,1.0,27.71,0.3053599261828295,-0.09010654359569763,-0.09176181168744667,2.0,8.150585646486828e-05
136,-0.48317668093687116,1.0,27.72,0.3053599261828295,-0.09346225065523932,-0.0951140454886006,2.0,8.180237994029529e-05
137,-0.48304565158629664,1.0,27.72,0.3053599261828295,-0.08842869006593167,-0.0900854559443954,2.0,8.264046495170059e-05
138,-0.4829596323179805,1.0,27.72,0.3053599261828295,-0.09514010418499552,-0.09678988373962019,2.0,8.154619925481016e-05
139,-0.4827495852674412,1.0,27.72,0.3053599261828295,-0.09346225065523932,-0.0951140454886006,2.0,8.183732550510087e-05
140,-0.4825845482991603,1.0,27.72,0.3053599261828295,-0.09514010418499552,-0.09678988373962019,2.0,8.157679224634885e-05
141,-0.48249552835869364,1.0,27.72,0.3053599261828295,-0.09849581124453721,-0.10014108255669661,2.0,8.103871264119266e-05
142,-0.4823945057296247,1.0,27.72,0.3053599261828295,-0.09178439712547336,-0.09343800820218551,2.0,8.214141998097828e-05
143,-0.48228148041195357,1.0,27.72,0.3053599261828295,-0.09178439712547336,-0.09343800820218551,2.0,8.215070474126946e-05
144,-0.4820684326892637,1.0,27.72,0.31274389242755524,-0.09849581124453721,-0.10014108255669661,2.0,8.167419829277954e-05
145,-0.4819674100601948,1.0,27.72,0.31274389242755524,-0.09178439712547336,-0.09343800820218551,2.0,8.278555279229284e-05
146,-0.48176636502610715,1.0,27.72,0.31274389242755524,-0.101851474320193,-0.1034916046534148,2.0,8.115282258190634e-05
147,-0.4815923260413746,1.0,27.72,0.31274389242755524,-0.09514010418499552,-0.09678988373962019,2.0,8.226297412444259e-05
148,-0.48151330834140976,1.0,27.72,0.31274389242755524,-0.09514010418499552,-0.09678988373962019,2.0,8.22694747351576e-05
149,-0.48138828033513636,1.0,27.72,0.31274389242755524,-0.10017362079041726,-0.10181644312275628,2.0,8.145617614595851e-05
150,-0.48128625748201725,1.0,27.72,0.31274389242755524,-0.101851474320193,-0.1034916046534148,2.0,8.119179475560021e-05
151,-0.48112222073778654,1.0,27.72,0.31274389242755524,-0.101851474320193,-0.1034916046534148,2.0,8.120511453748683e-05
152,-0.48096818623405774,1.0,27.72,0.31274389242755524,-0.10017362079041726,-0.10181644312275628,2.0,8.149040324083536e-05
153,-0.4808291550910817,1.0,27.72,0.31274389242755524,-0.10017362079041726,-0.10181644312275628,2.0,8.150173394656253e-05
154,-0.4807251317898622,1.0,27.72,0.31274389242755524,-0.10352932784994918,-0.10516660695575804,2.0,8.09654479888245e-05
155,-0.480617107592442,1.0,27.72,0.31274389242755524,-0.101851474320193,-0.1034916046534148,2.0,8.124614344511409e-05
156,-0.48045807196846224,1.0,27.72,0.31274389242755524,-0.10688503490949089,-0.10851611397194308,2.0,8.044585844339847e-05
157,-0.48027103007107724,1.0,27.72,0.31274389242755524,-0.10520718137973468,-0.10684145002978038,2.0,8.073110429903845e-05
158,-0.4801530036331551,1.0,27.72,0.31274389242755524,-0.10352932784994918,-0.10516660695575804,2.0,8.101178473124254e-05
159,-0.47988694403580534,1.0,27.72,0.31274389242755524,-0.09681795771477125,-0.09846558266585756,2.0,8.212750692143478e-05
160,-0.4797799200624353,1.0,27.72,0.31274389242755524,-0.10520718137973468,-0.10684145002978038,2.0,8.077076263952488e-05
161,-0.47969290057006897,1.0,27.72,0.31274389242755524,-0.10352932784994918,-0.10516660695575804,2.0,8.104906778265933e-05
162,-0.47956987301189596,1.0,27.72,0.31274389242755524,-0.11024074196903258,-0.11186494426777552,2.0,7.997932121312595e-05
163,-0.47947585195117837,1.0,27.72,0.31274389242755524,-0.10520718137973468,-0.10684145002978038,2.0,8.079532665146896e-05
164,-0.479265804900639,1.0,27.72,0.31274389242755524,-0.11024074196903258,-0.11186494426777552,2.0,8.000364453182858e-05
165,-0.4791737842880218,1.0,27.72,0.31274389242755524,-0.11191859549879854,-0.1135390907179009,2.0,7.974326092258853e-05
166,-0.4790647598665514,1.0,27.72,0.31274389242755524,-0.11024074196903258,-0.11186494426777552,2.0,8.001973078832125e-05
167,-0.47895073432483004,1.0,27.72,0.31274389242755524,-0.11527430255834023,-0.11688688602965867,2.0,7.922816332600239e-05
168,-0.4787896982527499,1.0,27.72,0.31274389242755524,-0.11527430255834023,-0.11688688602965867,2.0,7.92409231867897e-05
169,-0.4787286845856885,1.0,27.72,0.31274389242755524,-0.1169521560881062,-0.11856053489129108,2.0,7.898061223513065e-05
170,-0.47864066486927204,1.0,27.72,0.31274389242755524,-0.11863000961788193,-0.1202340245245969,2.0,7.87232949710093e-05
171,-0.47851963775919937,1.0,27.72,0.31274389242755524,-0.11191859549879854,-0.1135390907179009,2.0,7.979544275171598e-05
172,-0.47828858600360613,1.0,27.72,0.31274389242755524,-0.11863000961788193,-0.1202340245245969,2.0,7.87510171833453e-05
173,-0.4781815620302361,1.0,27.72,0.31274389242755524,-0.11359644902857427,-0.11521307793971385,2.0,7.955532238596733e-05
174,-0.4780875409695185,1.0,27.72,0.31274389242755524,-0.11863000961788193,-0.1202340245245969,2.0,7.87668515752516e-05
175,-0.47797051475564656,1.0,27.72,0.31274389242755524,-0.10856288843925685,-0.11019061868579053,2.0,8.03763244757044e-05
176,-0.47783048338862033,1.0,27.72,0.31274389242755524,-0.11359644902857427,-0.11521307793971385,2.0,7.958325799205274e-05
177,-0.4776464421633859,1.0,27.72,0.2979759599381037,-0.1169521560881062,-0.11856053489129108,2.0,7.790705732252264e-05
178,-0.4775704251355717,1.0,27.72,0.2979759599381037,-0.12030786314763812,-0.12190733502605443,2.0,7.739251732029327e-05
179,-0.47746040049005106,1.0,27.72,0.2979759599381037,-0.12366357020717982,-0.1252534385369208,2.0,7.68840438214468e-05
180,-0.4773553769647814,1.0,27.72,0.2979759599381037,-0.12030786314763812,-0.12190733502605443,2.0,7.740916254391388e-05
181,-0.4771613334990451,1.0,27.72,0.2979759599381037,-0.12198571667742363,-0.12358046639564667,2.0,7.71651737359619e-05
182,-0.47699129541051327,1.0,27.72,0.2979759599381037,-0.12366357020717982,-0.1252534385369208,2.0,7.69201196598876e-05
183,-0.47687326897259114,1.0,27.72,0.2979759599381037,-0.1253414237369458,-0.1269262315463325,2.0,7.667186952945889e-05
184,-0.47668422662710574,1.0,27.72,0.2979759599381037,-0.13205283785602917,-0.13361573168664642,2.0,7.566556010842576e-05
185,-0.4765531972765312,1.0,27.72,0.2979759599381037,-0.13708639844532705,-0.1386310853768293,2.0,7.491883224675747e-05
186,-0.4764621768879642,1.0,27.72,0.2979759599381037,-0.12869713079648748,-0.13027131997666577,2.0,7.619114369955554e-05
187,-0.4763551529145942,1.0,27.72,0.2979759599381037,-0.12198571667742363,-0.12358046639564667,2.0,7.722740906032379e-05
188,-0.4762671331981777,1.0,27.72,0.2979759599381037,-0.12869713079648748,-0.13027131997666577,2.0,7.620600603164501e-05
189,-0.4760410825628354,1.0,27.72,0.2979759599381037,-0.1303749843262632,-0.1319436153975845,2.0,7.596830453783038e-05
190,-0.4759440608299672,1.0,27.72,0.2979759599381037,-0.12869713079648748,-0.13027131997666577,2.0,7.62306305294882e-05
191,-0.47583103551229605,1.0,27.72,0.2979759599381037,-0.13540854491557086,-0.13695948657980472,2.0,7.522449397288995e-05
192,-0.4756940048174204,1.0,27.72,0.2979759599381037,-0.13205283785602917,-0.13361573168664642,2.0,7.574052432278794e-05
193,-0.47557797882759867,1.0,27.72,0.2979759599381037,-0.13205283785602917,-0.13361573168664642,2.0,7.574931286805938e-05
194,-0.4753729328973103,1.0,27.72,0.28004347048662676,-0.13373069138579513,-0.13528768874738745,2.0,7.41694180588973e-05
195,-0.4752709100441912,1.0,27.72,0.28004347048662676,-0.13876425197511255,-0.14030254484906887,2.0,7.343536168320699e-05
196,-0.4751678869670219,1.0,27.72,0.28004347048662676,-0.14044210550486877,-0.14197380528591574,2.0,7.319737212172723e-05
197,-0.47505586187340093,1.0,27.72,0.28004347048662676,-0.13540854491557086,-0.13695948657980472,2.0,7.394483618191488e-05
198,-0.47488282311271857,1.0,27.72,0.28004347048662676,-0.12869713079648748,-0.13027131997666577,2.0,7.495529651973114e-05
199,-0.4747978040684526,1.0,27.72,0.28004347048662676,-0.13205283785602917,-0.13361573168664642,2.0,7.446109968073662e-05
200,-0.47468377852673127,1.0,27.72,0.28004347048662676,-0.13205283785602917,-0.13361573168664642,2.0,7.446959079256233e-05
201,-0.47458675679386314,1.0,27.72,0.28004347048662676,-0.13876425197511255,-0.14030254484906887,2.0,7.348562086515686e-05
202,-0.47449673662934627,1.0,27.72,0.28004347048662676,-0.13876425197511255,-0.14030254484906887,2.0,7.349223647565448e-05
203,-0.47431769652436273,1.0,27.72,0.28004347048662676,-0.13876425197511255,-0.14030254484906887,2.0,7.350539596014095e-05
204,-0.4742186743433942,1.0,27.72,0.28004347048662676,-0.13540854491557086,-0.13695948657980472,2.0,7.400676896843276e-05
205,-0.47413565574722866,1.0,27.72,0.28004347048662676,-0.14715351962395215,-0.14865723484656107,2.0,7.22980399546954e-05
206,-0.4740246308776579,1.0,27.72,0.28004347048662676,-0.14547566609417642,-0.1469866312265309,2.0,7.254858534807975e-05
207,-0.4739066044397358,1.0,27.72,0.28004347048662676,-0.14715351962395215,-0.14865723484656107,2.0,7.23146021250669e-05
208,-0.47370055828539726,1.0,27.72,0.28004347048662676,-0.14211995903463473,-0.1436449263979776,2.0,7.305977377986709e-05
209,-0.4735835320715253,1.0,27.72,0.28004347048662676,-0.14211995903463473,-0.1436449263979776,2.0,7.306832435051847e-05
210,-0.47349751280320923,1.0,27.72,0.28004347048662676,-0.1488313731537181,-0.15032765933472877,2.0,7.210237028859244e-05
211,-0.4733944897260399,1.0,27.72,0.28004347048662676,-0.14211995903463473,-0.1436449263979776,2.0,7.308213892479562e-05
212,-0.4732234514134579,1.0,27.72,0.2589464240731243,-0.14715351962395215,-0.14865723484656107,2.0,7.085332648278969e-05
213,-0.4731344314729912,1.0,27.72,0.2589464240731243,-0.14211995903463473,-0.1436449263979776,2.0,7.1575063497604e-05
214,-0.4729984010021658,1.0,27.72,0.2589464240731243,-0.14044210550486877,-0.14197380528591574,2.0,7.182493665556064e-05
